267;Europe/Bucharest
262;Atlantic/Azores
259;Asia/Gaza
166;Asia/Baghdad
47;America/Belem
333;America/Kentucky/Monticello
359;Asia/Ho_Chi_Minh
81;America/Glace_Bay
10;America/Argentina/San_Juan
86;America/Rankin_Inlet
128;Africa/Ceuta
239;Africa/Niamey
5;Europe/Tirane
140;Asia/Tbilisi
193;Asia/Colombo
59;America/Porto_Velho
68;America/Edmonton
130;Europe/Helsinki
249;America/Panama
12;America/Argentina/Jujuy
245;Pacific/Nauru
244;Asia/Kathmandu
159;Asia/Jakarta
21;Europe/Vienna
126;Atlantic/Canary
243;Europe/Oslo
20;Pacific/Pago_Pago
241;America/Managua
110;Asia/Nicosia
56;America/Campo_Grande
176;Asia/Phnom_Penh
238;Pacific/Noumea
8;America/Argentina/Buenos_Aires
6;Asia/Yerevan
2;Asia/Dubai
67;America/Montreal
233;America/Ojinaga
36;Africa/Ouagadougou
231;America/Tijuana
77;America/Iqaluit
32;Europe/Sarajevo
49;America/Manaus
224;America/Matamoros
129;Africa/Addis_Ababa
222;America/Monterrey
219;Indian/Mauritius
160;Asia/Makassar
291;Europe/Ljubljana
138;Europe/London
31;Asia/Baku
53;America/Noronha
1;Europe/Andorra
38;Asia/Bahrain
79;America/Yellowknife
13;America/Argentina/Tucuman
216;Africa/Nouakchott
211;Asia/Ulaanbaatar
33;America/Barbados
210;Asia/Hovd
30;Europe/Mariehamn
201;Europe/Monaco
350;America/Anchorage
121;Europe/Tallinn
218;Europe/Malta
309;Pacific/Fakaofo
61;America/Nassau
188;Asia/Qyzylorda
192;Europe/Vaduz
25;Australia/Brisbane
191;America/St_Lucia
190;Asia/Beirut
184;Asia/Aqtau
213;Asia/Macau
183;Asia/Kuwait
180;America/St_Kitts
181;Asia/Pyongyang
177;Pacific/Tarawa
305;Indian/Kerguelen
171;America/Jamaica
108;America/Havana
164;Asia/Jerusalem
18;America/Argentina/Catamarca
165;Asia/Kolkata
16;America/Argentina/Ushuaia
80;America/Cambridge_Bay
78;America/Creston
203;Europe/Podgorica
3;Asia/Kabul
154;Asia/Hong_Kong
145;Africa/Banjul
45;America/Fortaleza
127;Europe/Lisbon
365;Africa/Johannesburg
55;America/Cuiaba
